title	text	publication_date
التكنولوجيا الحديثة ترتقي بقدرات عالمنا الذكي	يعتبر عام 2024 محطة مهمة في رحلة عالمنا الرقمي، حيث سيتم الاستفادة من الأجيال الجديدة للعديد من التقنيات الثورية الحديثة كالذكاء الاصطناعي والحوسبة السحابية لدفع عجلة الرقمنة ضمن مختلف القطاعات.	3/4/2024
نظام "ستارلينك" للإنترنت طوق نجاة للسودانيين في ظل انقطاع الاتصالات ونقص المال	بعد قرابة عام على الحرب الدائرة بين الجيش وقوات الدعم السريع، وفي ظل انقطاع الاتصالات والإنترنت في السودان، تشكّل أجهزة “ستارلينك” للاتصال بالإنترنت عبر الفضاء طوق نجاة للسودانيين.	3/4/2024
أبرزها لعبة من أستوديو قطري.. "إكس بوكس" تعلن عن ألعاب قادمة قريبا لمنصتها	نظمت مايكروسوفت مؤخرا عرضا صحفيا عبر الإنترنت لاستعراض 4 ألعاب جديدة مستقلة ومثيرة للاهتمام قادمة إلى منصة الألعاب “إكس بوكس” في المستقبل القريب.	3/4/2024
الأكبر في تاريخ آبل.. ما ميزات الذكاء الاصطناعي في تحديث "آي أو إس 18" القادم؟	ذكر تيم كوك، الرئيس التنفيذي لشركة آبل في بداية فبراير/شباط الماضي، أن الشركة ستعلن عن تطورات كبيرة تخص الذكاء الاصطناعي قريبا خلال هذا العام، ولكن ما ميزات هذه التحديثات؟	3/4/2024
خوف عمالقة التقنية من ظاهرة "فومو" يدفعهم للاستثمار في الذكاء الاصطناعي	يحاول عمالقة التكنولوجيا الحصول على قطعة من كعكة الذكاء الاصطناعي، ولكن الحافز الأكبر لهذا السباق كما يقول الخبراء هو ظاهرة “الفومو”.	2/4/2024
غوغل تحذف بيانات الملايين وتعترف بشأن حقيقة التصفح "المخفي" في كروم	تعتزم شركة “غوغل” المبادرة إلى حذف بيانات جمعت من ملايين المستخدمين أثناء تصفحهم الإنترنت، وفق ما نص عليه اتفاق وقِع الاثنين لإنهاء دعوى قضائية عليها، تتعلق بسرية المعلومات الشخصية.	2/4/2024
“شات جي بي تي” أصبح متاحا للجميع بدون تسجيل	أعلنت شركة أوبن إيه آي أنها ستسمح باستخدام النسخة المجانية من روبوت المحادثة “شات جي بي تي” بدون الحاجة إلى التسجيل بحساب على الموقع.	2/4/2024
غوغل تطلق خاصية جديدة لتحسين تجربة تسوق الملابس عبر الإنترنت	أطلقت شركة التكنولوجيا وخدمات الإنترنت الأميركية غوغل تحديثا لخدمة التسوق عبر الإنترنت يستهدف لتسهيل عثور المستخدم على نتائج بحث للتسوق توافق تفضيلاته الشخصية.	1/4/2024
مايكروسوفت تفصل بين أوفيس وتيمز عالميا وسط تحقيق في ممارسات احتكارية	قالت شركة التكنولوجيا الأميركية العملاقة مايكروسوفت -اليوم الاثنين- إنها ستفصل عمليات البيع عالميا بين برنامج الدردشة والفيديو “تيمز” وباقة أوفيس، وذلك بعد 6 أشهر من الفصل بينهما في أوروبا.	1/4/2024
دليلك لشراء كاميرا احترافية لعام 2024	كاميرا هاتفك الذكي قد لا تفي بالغرض، أو ربما أنك تطمح لما هو أفضل فآلات التصوير الاحترافية تتميز بإمكانات أعلى بكثير من هواتفنا الذكية، لذلك نعرض في هذا المقال معلومات حول هذا النوع من الكاميرات.	1/4/2024
احذر قاتل الحواسيب …ذاكرة فلاش تدمر أي جهاز تتصل به	يستخدم أغلب الأشخاص حول العالم ذاكرة فلاش للكثير من الأغراض مثل نقل الملفات والصور من جهاز لآخر، أو تثبيت نظام تشغيل أو حفظ البيانات، ولكن ماذا لوكانت ذاكرة الفلاش عبارة عن فيروس قاتل؟	1/4/2024
هل يقضي برنامج "سورا" على الوظائف في هوليود؟	يقول البعض إن “اللعبة انتهت” بالنسبة للمهنيين المبدعين في صناعة السينما، فقد قامت شركة “أوبن إيه آي” بعرض برنامج جديد يولد الفيديوهات بواسطة الذكاء الاصطناعي أطلقت عليه اسم “سورا”.	31/3/2024
غوغل: تشغيل نماذج الذكاء الاصطناعي في الهواتف يستهلك الذاكرة	قالت شركة غوغل إن تشغيل نماذج الذكاء الاصطناعي في الهواتف الذكية يستهلك كثيرا من الذاكرة العشوائية.	31/3/2024
منعا للهلوسات.. "أوبن إيه آي" تطلق ميزة انتظرها طويلا مستخدمو "شات جي بي تي"	أعلنت شركة “أوبن إيه آي” أن برنامج الدردشة “شات جي بي تي” سيعرض المصادر التي يعتمد عليها في المعلومات التي يولدها عندما يتصفح الإنترنت.	31/3/2024
كوبايلوت محظور على موظفي الكونغرس خوفا من تسريب البيانات	فرض الكونغرس الأميركي حظرا صارما على استخدام موظفيه برنامج مايكروسوفت مساعدَ الذكاء الاصطناعي “كوبايلوت” عبر الأجهزة التي تصدرها الحكومة.	30/3/2024
"أوبن إيه آي" تعرض أداة جديدة تثير قلق القائمين على الانتخابات	عرضت شركة “أوبن إيه آي”، مبتكرة برنامج المحادثة الشهير “تشات جي بي تي” القائم على الذكاء الاصطناعي التوليدي، أداة لاستنساخ الصوت بشكل متقن، في عام يشهد العديد من العمليات الانتخابية.	30/3/2024
مستخدمو آبل يتعرضون لهجوم احتيالي خبيث.. احذر هذا الخطأ الكبير	تعرض مستخدمو آبل، خلال الأيام الماضية، لموجة جديدة من هجمات التصيد الاحتيالي تسمى “إم إف إيه بومبنغ” استهدفت جميع هواتف آيفون وحواسيب ماك وأجهزة آيباد وحتى ساعات آبل.	29/3/2024
أميركا تعرض مكافأة 10 ملايين دولار مقابل معلومات عن قراصنة بلاك كات	عرضت وزارة الخارجية الأميركية مكافأة تصل إلى 10 ملايين دولار مقابل معلومات عن مجموعة برامج الفدية المعروفة باسم “بلاك كات” التي اخترقت وحدة التكنولوجيا التابعة لمجموعة يونايتد هيلث.	29/3/2024
يعتبر من أندر طرازات آيفون.. بيع هاتف الجيل الأول بـ130 ألف دولار	ذكرت بعض مواقع الإنترنت أن هاتف آيفون من الجيل الأول بيع بمزاد علني مؤخرا بأكثر من 130 ألف دولار.	28/3/2024
إسرائيل تطلق بتكتم برنامج تجسس جماعي للتعرف على الوجوه في قطاع غزة	نشرت إسرائيل برنامج تعقب واسع النطاق للتعرف على الوجوه في قطاع غزة، وأنشأت قاعدة بيانات للفلسطينيين بدون علمهم أو موافقتهم.	28/3/2024
وادي السيليكون يسير على خطى أوروبا في تنظيم الذكاء الاصطناعي	تحاول كاليفورنيا -حيث تقع سيليكون فالي التي تتمركز فيها شركات تكنولوجية كثيرة- فرض قيود على الذكاء الاصطناعي، مستلهمةً من القواعد التنظيمية الأوروبية.	28/3/2024
الأمن السيبراني يستحوذ على 3.3 مليارات دولار من إنفاق الشرق الأوسط عام 2024	ُيعد الشرق الأوسط منطقة معرضة بشكل خاص للهجمات السيبرانية بسبب أهميتها الإستراتيجية ووجود البنية التحتية الحيوية. ولذلك، يتوقع أن يستمر الطلب على حلول الأمن وإدارة المخاطر في النمو بالمنطقة.	27/3/2024
سامسونغ تعمم ميزات "غالاكسي إيه آي" على الهواتف الذكية القديمة	بعد الإشادة بعصر الذكاء الاصطناعي الجديد للهواتف الذكية بإصدار هواتف “غالاكسي إس 24” في وقت سابق من هذا العام تقدم سامسونغ الآن ميزات جديدة تعتمد على الذكاء الاصطناعي للهواتف الذكية القديمة.	27/3/2024
آبل تعلن موعد مؤتمرها للمطورين 2024	أعلنت شركة آبل أنها ستعقد مؤتمر المطورين الخاص بها لعام 2024 والمعروف اختصارا بـ”دبليو دبليو دي سي 2024″ في الفترة الممتدة من 10 إلى 14 يونيو/حزيران المقبل.	27/3/2024
طائرات تتعرض لتشويش غامض في شمال شرق أوروبا	أثر تشويش على الإشارات الملاحية في شمال شرق أوروبا على أكثر من 1600 طائرة بما في ذلك الطائرات المدنية، وفقا لتحليل مفتوح المصدر أوردته مجلة نيوزويك.	27/3/2024
مايكروسوفت تختار رئيسا جديدا لقيادة ويندوز وسيرفيس	أعلنت مايكروسوفت عن تعيين بافان دافولوري رئيسا جديدا لنظام ويندوز وأجهزة سيرفيس خلفا لبانوس باناي بعد رحيله المفاجئ إلى أمازون في العام الماضي.	26/3/2024
فلوريدا تقر قانونا يقيد استخدام القصَّر وسائل التواصل الاجتماعي	وقّع حاكم ولاية فلوريدا رون دي سانتيس -أمس الاثنين- على قانون يهدف إلى تقييد وصول القصر الذين تقل أعمارهم عن 16 عاما إلى شبكات التواصل الاجتماعي.	26/3/2024
مجلس الرقابة في "ميتا" يطالب الشركة برفع حظر كلمة "شهيد"	دعا مجلس الإشراف على المحتوى الخاص بمنصات شركة “ميتا” إلى إنهاء الحظر الشامل الذي تفرضه الشركة على الكلمة العربية “شهيد”، بعد أن وجدت مراجعة أن النهج الذي اتبعته مالكة فيسبوك كان خطأ كبيرا.	26/3/2024
واشنطن ولندن تتهمان الصين بالتحضير لحرب إلكترونية كبيرة	وجه المسؤولون الأميركيون والبريطانيون، أمس الاثنين، اتهامات إلى الصين بقيادة حملة تجسس إلكترونية واسعة النطاق يزعم أنها أصابت ملايين الأشخاص بمن فيهم المشرعون والأكاديميون والصحفيون والشركات.	26/3/2024
بسعر منافس.. شاومي تجهز معارضها لاستقبال سيارتها الكهربائية الأولى	قال الرئيس التنفيذي لشركة شاومي اليوم الاثنين إن هدفه من أول سيارة كهربائية للشركة هو أن تكون “السيارة الأفضل مظهرا والأسهل في القيادة والأذكى”، ولكن هل فعلا ستنافس شاومي تسلا وبورشه؟	25/3/2024
آخرها منصة "سغو سي سي".. كيف تعمل منصات الاحتيال على الإنترنت؟	خسر مئات الآلاف من المصريين مدخراتهم بين ليلة وضحاها بعد أن اختفت منصة “سغو سي سي”، ولكن كيف تختفي منصات الاحتيال على الإنترنت وأين تذهب أموال الضحايا؟	25/3/2024
كيف تبدأ باستخدام كوبايلوت من مايكروسوفت؟	يثير مستخدمو برامج مايكروسوفت سؤالا صعبا “كيف أستخدم كوبايلوت لتحسين إنتاجيتي؟”، وسواء في استخدام برامج الأوفيس أو برنامج تيمز ستجد دليلا كافيا لتبدأ بالاستعانة بالذكاء الاصطناعي في عملك.	25/3/2024
إسبانيا تحظر تليغرام مؤقتا	أمرت المحكمة العليا الإسبانية بحظر خدمة المراسلة الفورية تليغرام مؤقتا في كافة أرجاء البلاد بعد شكاوى من شركات الإعلام المحلية بشأن تداول المحتوى المملوك لها عبر المنصة بدون تصريح منها.	24/3/2024
هل مهدت القوانين الثلاثة الطريق لهيمنة الروبوتات؟	في القصة القصيرة “الهرب” التي نشرت في 1942 في مجلة “الخيال العلمي المذهل”، صاغ إسحاق عظيموف، المؤلف الأميركي، الروسي المولد، قوانين الروبوتات الثلاثة الهادفة لحماية الإنسان من خطر الروبوت.	24/3/2024
ديدان ذكية لكنها خبيثة تعمل بالذكاء الاصطناعي	يتخوف خبراء التكنولوجيا من المخاطر التي قد يجلبها الذكاء الاصطناعي، إحدى هذه المخاطر هي البرمجيات الخبيثة التي تعمل بالذكاء الاصطناعي، والتي يمكن أن تنتشر من تلقاء نفسها كالديدان الإلكترونية.	24/3/2024
شاهد.. مصاب بشلل رباعي يلعب الشطرنج بالاعتماد على الدماغ بفضل شريحة "نيورالينك"	نشرت شركة “نيورالينك” الأميركية الناشئة التابعة للملياردير إيلون ماسك مقطع فيديو يظهر فيه رجل مصاب بالشلل الرباعي يلعب الشطرنج على الحاسوب متحكّما باللعبة بعقله بواسطة غرسة في الدماغ.	23/3/2024
"حاسبة الموت".. خوارزمية دانماركية تتنبأ بمراحل الحياة والوفاة	طوّر باحثون في الدانمارك أداة ذكاء اصطناعي أطلقوا عليها اسم “حاسبة الموت”، استعانوا فيها ببيانات ملايين الأشخاص للمساعدة في توقع مراحل حياة الفرد حتى الموت.	23/3/2024
سيناتورة أميركية تطالب بفتح تحقيق مع ماسك بتهمة "اختلاس موارد تسلا"	حثت إليزابيث وارين السيناتورة الديمقراطية من ماساشوستس مرة أخرى لجنة الأوراق المالية والبورصة الأميركية على التحقيق مع شركة تسلا ورئيسها التنفيذي إيلون ماسك.	22/3/2024
شرح أسباب التقييم المنخفض.. ملياردير يعرض شراء "تيك توك" بأقل من 90% من قيمته	يقوم الملياردير كيفن أوليري بجمع عدد من المهتمين لشراء محتمل لمنصة تيك توك، بعرض يبدأ من 20 مليار دولار إلى 30 مليار دولار – وهو أقل بـ90% من تقييم الشركة في جولة التمويل الأخيرة التي قامت بها.	22/3/2024
الهواتف المقاومة للماء.. حلول تكنولوجية لتحمل التحديات المائية	في عالم التكنولوجيا “الماء هو الموت”، فجميع الأجهزة الإلكترونية عدوها الأبرز هو الماء الذي يتسبب في تلفها، لهذا تعمل أغلب شركات الهواتف العالمية على تصنيع هواتف مقاومة للماء لحماية أجزائها الداخلية.	21/3/2024
بينهم إيرانيون وصينيون.. أميركا تحذر من هجمات قراصنة لتخريب شبكات المياه	حذرت الحكومة الأميركية حكام الولايات من أن متسللين أجانب يشنون هجمات إلكترونية مدمرة على أنظمة المياه والصرف الصحي في جميع أنحاء البلاد.	21/3/2024
بايدن يضخ 20 مليار دولار لدعم شركة إنتل في حرب الرقائق	كشف البيت الأبيض أمس الأربعاء عن حزمة تناهز قيمتها 20 مليار دولار من الهبات والقروض لدعم شركة إنتل في إنتاج الرقائق الإلكترونية، في أكبر مساهمة من إدارة الرئيس جو بايدن هدفها مواجهة هيمنة الصين.	21/3/2024
"ميتا" و"مايكروسوفت" و"إكس" تنضم لمعركة "إبيك جيمز" ضد آبل	انضمت ميتا بلاتفورمز ومايكروسوفت وإكس وماتش غروب اليوم الأربعاء إلى احتجاج شركة “إبيك جيمز” مطورة لعبة “فورتنايت” على تقاعس شركة آبل عن الالتزام بأمر قضائي يحكم مسألة المدفوعات في متجر تطبيقاتها.	21/3/2024
مجموعة أنونيموس تعلن عن هجوم إلكتروني على مفاعل ديمونة الإسرائيلي	نشرت مجموعة “أنونيموس” منشورات على وسائل التواصل الاجتماعي تدعي فيها أن قراصنتها نجحوا في سرقة وثائق من المفاعل النووي في ديمونة ومحو بعض المعلومات الموجودة على أنظمة الحاسوب التي اخترقوها.	21/3/2024
مشاكل في حواسيب آبل المحمولة بعد تحديث "ماك أو إس" الجديد	اشتكى بعض مستخدمي حواسيب آبل المحمولة من ظهور مشكلات في عمل أجهزتهم بعد تحميل إصدار ماك أو إس (macOS) الذي أطلق مؤخرا.	20/3/2024
تجربة من هارفارد توضح كيف يؤثر الذكاء الاصطناعي على التعليم؟	نشرت جامعة هارفارد ورقة بحثية بعنوان تدريس مساق علوم الحاسب 50 باستخدام الذكاء الصناعي الخاص بهم، وكيف قاموا بتطويره ليقدم للطلاب تجربة فريدة من نوعها في مجال التعليم.	20/3/2024
بعد عامين من إنشائه.. ما هو حال قراصنة "جيش أوكرانيا الإلكتروني"؟	انطلق “جيش أوكرانيا الإلكتروني” استجابة لدعوة من وزير التحول الرقمي ميخايلو فيدوروف، وهي إحدى مجموعات القراصنة المعلوماتيين التي انتشرت بأوكرانيا للتصدي لروسيا، ولكن هل أثرت على مجريات الحرب مع روسيا؟	20/3/2024
غوغل تعتزم إتاحة ميزة العثور على الأجهزة المفقودة حتى عند إيقاف تشغيلها	لا تزال ميزة “فايند ماي ديفايس” من غوغل غير مشهورة مثل منافستها من آبل، لهذا  السبب فإن فكرة تطوير الميزة وإطلاقها من جديد هو بمثابة الحلم الذي تحقق لمستخدمي آندرويد.	19/3/2024
ارتفاع الإنفاق على الألعاب الرقمية بالمنطقة العربية.. هل يجذب المزيد من الاستثمارات؟	لم تعد ألعاب الفيديو مجرد وسيلة تسلية يضيع الأطفال وقتهم فيها، بل تطورت هذه الصناعة مع تطور التقنيات المختلفة لتصبح الآن إحدى أهم الصناعات الرقمية في العالم أجمع، ولكن كيف هو المشهد في العالم العربي؟	19/3/2024
إنفيديا تكشف عن شريحتها الرائدة للذكاء الاصطناعي "بي 200"	كشف جنسن هوانغ الرئيس التنفيذي لشركة إنفيديا النقاب عن شريحة الذكاء الاصطناعي الرائدة الجديدة “بلاك ويل بي 200” في بداية مؤتمر الشركة السنوي للمطورين أمس الاثنين.	19/3/2024
نداء إلى كل صائدي الجوائز.. هذه الشركة ستمنحك 650 ألف دولار لاختراقها	في العصر الرقمي الذي نحيا فيه ونتفاعل معه اليوم، أصبح اختراق البيانات أمرا شائعا، لذلك تستخدم الشركات صائدي الجوائز من القراصنة لكشف نقاط الضعف في أنظمتها الداخلية.	18/3/2024
خبير: “شات جي بي تي” ليس الأفضل لطلبة الجامعة	أصبحت أدوات الذكاء الاصطناعي أداة يومية لدى الطلاب، ويختار أغلب طلاب الجامعات برامج مثل “شات جي بي تي” للاستعداد للامتحانات أو إنجاز التكليفات، في حين أن هناك منصات أخرى أفضل لاحتياجاتهم الدراسية.	18/3/2024
محادثات بين آبل وغوغل لاستخدام منصة الذكاء الاصطناعي "جيمني" على "آيفون"	قالت مصادر مطلعة إن شركة الإلكترونيات الأميركية العملاقة آبل تجري محادثات لاستخدام منصة محادثة الذكاء الاصطناعي جيمني التابعة لشركة غوغل في هواتف آيفون، لتمهد الطريق أمام اتفاق ضخم بين العملاقين.	18/3/2024
الاشتباه بتسهيل ميتا مبيعات غير قانونية لأدوية	أفادت صحيفة “وول ستريت جورنال” السبت بأن مجموعة ميتا ومنصتيها (إنستغرام وفيسبوك) يشتبه في أنها سهلت وحققت أرباحا من مبيعات غير قانونية لأدوية، مما دفع مدعين فدراليين إلى فتح تحقيق جنائي عام 2023.	17/3/2024
الصين تعتمد الذكاء الاصطناعي لإدارة شبكة القطارات الأكبر في العالم	أعلنت الصين عن استعانتها بالذكاء الاصطناعي لإدارة وتشغيل شبكة القطارات السريعة لديها، التي يبلغ طولها نحو 45 ألف كيلومتر، مما يجعلها الأكبر على وجه الأرض.	17/3/2024
آبل تخضع وتقرر فتح هاتف آيفون ليعمل بنظام تشغيل "أندرويد" العام المقبل	كشفت شركة آبل اعتزامها تسهيل تحويل المستخدمين هواتفهم الذكية آيفون إلى هواتف تعمل بنظام تشغيل أندرويد خلال العام المقبل كجزء من تطبيق قانون الأسواق الرقمية للاتحاد الأوروبي.	17/3/2024
ما سر جاذبية لوحات المفاتيح الميكانيكية؟	توجد العديد من لوحات المفاتيح في السوق، ولكن هناك نوع من لوحات المفاتيح يحبذها العديد من هواة الألعاب والمبرمجين المحترفين، وهي لوحات المفاتيح الميكانيكية، فما المميز في هذه اللوحات؟	16/3/2024
لماذا لا يستخدم "الأشرار" في الأفلام هواتف آيفون؟	تنتشر منتجات آبل بشكل كبير في البرامج التلفزيونية والأفلام، لكن الشركة لا تدفع مقابل عرض منتجاتها في هذه الأعمال التلفزيونية، بل توفرها مجانا، ومع هذا لا يوجد أي شخصية “شريرة” تحمل هاتف آيفون.	16/3/2024
"الشيوخ الأميركي" يرفض تسريع التصديق على قانون حظر تيك توك	شدد مشرعون أميركيون على أن مشروع قانون من شأن إقراره أن يجبر الجهة الصينية المالكة لتطبيق تيك توك على بيعه وإلا حظره في الولايات المتحدة سيمضي ولكن بحذر في مجلس الشيوخ بعدما صدّق عليه النواب.	16/3/2024
هاتف يحل مشكلة غياب الإنترنت بالأماكن النائية بالذكاء الاصطناعي	تتيح خدمة جديدة لأي شخص حتى لو كان موجودا في مكان مجهول، من دون اتصال بالإنترنت، الوصول إلى تكنولوجيا الذكاء الاصطناعي.	15/3/2024
المؤثرون الأميركيون غاضبون من حظر تيك توك وسفير أميركا يسخر من غضب بكين	اعتبر السفير الأميركي لدى بكين موقفها من حظر تطبيق تيك توك “مثيرا للسخرية”، خصوصا مع فرض الحزب الشيوعي الحاكم حظرا على منصات التواصل الاجتماعي في الصين، وصناع المحتوى الأميركيون غاضبون من القرار.	15/3/2024
مزايا مقابل الدفع.. خطوة جديدة في أنظمة الهواتف	في يناير/كانون الثاني الماضي، خرجت سامسونغ لتعلن عن إطلاق هاتفها الرائد “غالاكسي إس 24 ألترا” (Galaxy S24 Ultra)، ومعه كشفت عن مزايا الذكاء الاصطناعي الجديدة التي أطلقت عليها “غالاكسي إيه آي”.	14/3/2024
وزير أميركي سابق يعتزم الاستحواذ على “تيك توك”	أعلن وزير الخزانة الأميركي السابق ستفين منوتشين اليوم الخميس أنه سيشكّل مجموعة من المستثمرين بغرض الاستحواذ على تيك توك من الشركة الصينية المالكة له.	14/3/2024
مجموعة من التطبيقات الرمضانية التي يحتاجها كل مسلم	مع دخول شهر رمضان يبحث العديد من المسلمين على تطبيقات خاصة تعينهم على أداء عباداتهم خلال الشهر الفضيل، قمنا بجمع مجموعة من هذه التطبيقات المتوفرة للهواتف التي تعمل بنظامي “آي أو إس” و”أندرويد”.	14/3/2024
الصين تتهم واشنطن باتباع منطق "قطاع الطرق" بعد مشروع قرارها لحظر "تيك توك"	غداة تبني مجلس النواب الأميركي مشروع قرار يطالب تيك توك بقطع علاقاتها مع الشركة الصينية المالكة، وعدت بكين باتخاذ “الإجراءات للازمة” للرد بينما أكد رئيس المنصة شو زي شيو أنه سيدافع عن شبكته.	14/3/2024
بعد الهواتف الذكية.. شاومي تنافس تسلا وبورشه بسيارة "إس يو 7" الكهربائية	كشفت شركة شاومي الصينية لصناعة الهواتف الذكية عن أول سيارة كهربائية لها، وأعلنت على الفور أنها تهدف إلى أن تصبح واحدة من كبرى خمس شركات لصناعة السيارات في العالم.	13/3/2024
مجلس النواب الأميركي يقر مشروع قانون حظر تيك توك	أقرّ مجلس النواب الأميركي بأغلبية ساحقة اليوم الأربعاء مشروع قانون يجبر تيك توك على الانفصال عن الشركة الصينية المالكة له تحت طائلة حظره في الولايات المتحدة.	13/3/2024
آبل تحذر مستخدمي آيفون من عادة خاطئة تعرضهم للإصابة	كشف أحد خبراء التقنية عن العادة الخاطئة التي تتسبب بإصابة أغلب مستخدمي هواتف آيفون عند قيامهم بها، بالرغم من تحذير الشركة والخبراء ضرورة تجنبها.	13/3/2024
آبل تستجيب للضغوط الأوروبية وتفتح نظامها "للتحميل الجانبي" ولكن بشرط	استجابة لضغوط الاتحاد الأوروبي، أعلنت آبل السماح لمستخدمي هواتفها الذكية آيفون في دول الاتحاد الأوروبي بتنزيل التطبيقات إلى أجهزتهم من مواقع الإنترنت الخاصة بمطوري هذه التطبيقات مباشرة.	13/3/2024
3 تنبؤات لمخترع الويب حول تكنولوجيا المستقبل وعلاقتها بالإنسان	يعود الفضل إلى بيرنرز لي في اختراع شبكة الويب التي غيرت العالم في عام 1989 أثناء عمله في سيرن، وبعد 35 عاما من اختراعه يرى لي أن التكنولوجيا تغيرت وأن هناك 3 اتجاهات متوقعة خلال السنوات المقبلة.	13/3/2024
عن قناعة أم تحت ضغط؟.. ترامب يغير موقفه من حظر "تيك توك" في الولايات المتحدة	أعلن الرئيس الأميركي السابق دونالد ترامب الاثنين، أنه يعارض حظر تطبيق تيك توك في الولايات المتحدة بخلاف الرئيس الحالي جو بايدن الذي أعرب عن استعداده للسير بمشروع قانون يهدد التطبيق.	12/3/2024
تطوير ذكاء اصطناعي يمكنه التنبؤ بألزهايمر قبل 7 سنوات من ظهور أعراضه	ابتكر فريق من الباحثين في الولايات المتحدة منظومة جديدة للذكاء الاصطناعي يمكنها التنبؤ باحتمالات الإصابة بمرض ألزهايمر قبل 7 سنوات من بدء ظهور أعراض المرض.	12/3/2024
ماسك يقرر فتح أسرار الذكاء الاصطناعي الخاص بشركته الجديدة للمطورين	أعلن إيلون ماسك الاثنين أن شركته الناشئة “إكس إيه آي” ستجعل هذا الأسبوع برنامجها، الذي يستند إليه روبوت الدردشة الخاص بها “غروك”، مصدرا مفتوحا.	12/3/2024
مؤسسات فرنسية تتعرض لهجمات إلكترونية "بكثافة غير مسبوقة"	تتعرض مؤسسات حكومية فرنسية عدة لهجمات إلكترونية منذ الأحد “بكثافة غير مسبوقة” حسبما علمت وكالة الأنباء الفرنسية أمس الاثنين من الحكومة، وأعلن قراصنة عديدون -وخصوصا من مؤيدي روسيا- مسؤوليتهم عنها.	12/3/2024
أحد آباء الذكاء الاصطناعي يورغن شميدهوبر لـ"الجزيرة نت": لا تخافوا من أبنائي	تحاور “الجزيرة نت” البروفيسور يورغن شميدهوبر الذي وصفته صحيفة “نيويورك تايمز” بأنه “أبو الذكاء الاصطناعي”، حيث أزال خلال الحوار الكثير من المخاوف التي أشاعها المرجفون عن الذكاء الاصطناعي.	12/3/2024
هل يصبح الذكاء الاصطناعي المعيار الأهم في الهواتف؟	مع دخول الذكاء الاصطناعي عدة مجالات حاليا أصبح من الضروري لشركات الهواتف المحمولة أن تزود هواتفها بهذه الميزة المهمة ويبدو أن سامسونغ استغلت هذه التكنولوجيا لتخلق معيارا جديدا في عالم الهواتف الذكية.	11/3/2024
نقاط مهمة عند استعمال كاميرات المراقبة	أوردت مجلة “كمبيوتر بيلد” أنه ينبغي مراعاة بعض النقاط المهمة عند استعمال كاميرات المراقبة، وذكرت بعض النصائح المهمة لمن يريد استخدام هذه الأجهزة في المنازل.	11/3/2024
حرب المواهب في مجال الذكاء الاصطناعي تشتعل بأوروبا	يؤدي تدفق الشركات الناشئة في مجال الذكاء الاصطناعي إلى تصاعد القتال من أجل المواهب التقنية في أوروبا، مما يترك شركات مثل ديب مايند من غوغل للاختيار بين دفع أموال كبيرة أو خسارة أفضل العقول في المنطقة.	11/3/2024
الجيد والسيئ والقبيح.. الذكاء الاصطناعي يحاكي استقبال غزة لرمضان	يهل رمضان هذا العام بمشاعر متناقضة، فالفرحة بقدوم الشهر الفضيل يتخللها ألم على حال أهل غزة الذين يعانون الجوع والخوف، حاولنا مع الذكاء الاصطناعي جمع هذه المشاعر في بطاقات رمضان لهذا العام.	10/3/2024
الطائرة المسيّرة.. وسيلة أسرع وأكفأ في الكوارث	الأحداث الكارثية وحالات الطوارئ تستدعي تنفيذ إجراءات وقائية وبروتوكولات استجابة سريعة، وهذا ما دفع الحكومات إلى الاستعانة بالطائرات المسيرة.	10/3/2024
كيف تعمل الميزة الجديدة "للمسح الضوئي" للمستندات من غوغل؟	أضافت غوغل ميزة جديدة إلى تطبيق إدارة الملفات “فايلز” الخاص بها في نظام أندرويد من أجل السماح للمستخدمين بتصوير المستندات أو “مسحها ضوئيا” من خلال التطبيق مباشرة، وتحويلها إلى صورة رقمية.	10/3/2024
صانعة "فورتنايت" تنتصر على آبل في أوروبا	غيّرت شركة “آبل” الجمعة موقفها بشأن خلافها مع شركة “إبيك غيمز”، إذ سمحت لها بتوفير متجر تطبيقات على أجهزة “آيفون” في أوروبا ينافس متجر الشركة المصنّعة لهذه الهواتف، بعد نزاع بين الشركتين.	9/3/2024
سام ألتمان و3 نساء ينضمون إلى مجلس إدارة "أوبن إيه آي" الجديد	عاد المؤسس المشارك لشركة “أوبن إيه آي” سام ألتمان إلى مجلس إدارة الشركة بعد الخلافات التي حدثت سابقا وأدت إلى طرده من مجلس الإدارة، وهذه المرة انضم إليه ثلاث نساء من أفضل المديرين في وادي فالي.	9/3/2024
غوغل تطرد موظفها الذي احتج على مساعدة الشركة لإسرائيل في مؤتمرها السنوي	طردت شركة غوغل موظفا اعترض علنا على عمل الشركة لصالح الجيش الإسرائيلي. خلال عرض تقديمي قدمه أحد المسؤولين التنفيذيين في فرع غوغل في إسرائيل يوم الاثنين.	9/3/2024
الكونغرس يسرّع إجراءات التخلص من تيك توك والأخيرة تحشد مناصريها	سيقوم مجلس النواب الأميركي بتسريع التصويت الأسبوع المقبل على تشريع يمنح شركة بايت دانس الصينية ستة أشهر للانسحاب من تطبيق الفيديوهات القصيرة تيك توك أو مواجهة حظر أميركي.	8/3/2024
النزاع بين آبل وإبيك.. أول اختبار للقواعد الأوروبية بشأن المنصات العملاقة	أكدت المفوضية الأوروبية أنها طلبت توضيحات من مجموعة آبل التي اتهمتها شركة “إبيك غيمز” الأميركية الناشرة لألعاب الفيديو بإعاقة المنافسة عبر منعها من تطوير عرض تطبيقات بديلة على هواتف “آيفون”.	8/3/2024
