title	text	publication_date
خبير عسكري: استهداف القسام لقوات الاحتلال قرب "حوليت" هو هجوم إجهاضي	لا يستبعد الخبير العسكري والإستراتيجي العقيد الركن حاتم كريم الفلاحي أن يكون قصف المقاومة الفلسطينية لحشود الاحتلال بالقرب من كيبوتس “حوليت” هو هجوم إجهاضي لإحباط العملية العسكرية المحتملة برفح.	1/5/2024
رئيس كولومبيا يقطع العلاقات الدبلوماسية مع إسرائيل	أعلن الرئيس الكولومبي غوستافو بيترو أن بلاده ستقطع علاقاتها الدبلوماسية مع إسرائيل اعتبارا من الخميس، مشددا على أن دول العالم يجب ألا تكون سلبية إزاء ما يجري في غزة.	1/5/2024
القسام تقصف قوات إسرائيلية جنوب غزة والاحتلال يعلن إصابة 12 عسكريا	قصفت كتائب القسام قوات إسرائيلية بالهاون والصواريخ في محور نتساريم جنوب غزة، فيما أعلن الجيش الإسرائيلي إصابة 12 عسكريا خلال الساعات الـ24 الماضية، في وقت تجاوز فيه عدد الشهداء بالقطاع 34 ألف شهيد.	1/5/2024
الأردن يندد باعتداء مستوطنين إسرائيليين على قافلتي مساعدات لغزة	نددت وزارة الخارجية الأردنية باعتداء مستوطنين متطرفين على قافلتي مساعدات أردنية تضمان عشرات الشاحنات التي تحمل الغذاء والطحين ومساعدات إنسانية أخرى إلى قطاع غزة.	1/5/2024
بلياردو شرق أوسطي.. جدل الصفقة والهوس بالسنوار	اهتمت الصحف الإسرائيلية مجددا بالجدال بشأن أيهما يجب أن تكون له الأولوية تحرير الأسرى أم اجتياح رفح، فيما ركز بعض منها على يحيى السنوار وانشغال إسرائيل به إلى حد الهوس.	1/5/2024
تقرير حقوقي: إسرائيل تتعمد تحويل مدارس غزة إلى قواعد عسكرية	ندد المرصد الأورومتوسطي لحقوق الإنسان بإصرار جيش الاحتلال الإسرائيلي على عسكرة المؤسسات المدنية بغزة، بما في ذلك تحويل مدارس ومرافق تعليمية إلى قواعد عسكرية في انتهاك صارخ للقانون الدولي وقواعد الحرب.	1/5/2024
قناص إسرائيلي سابق يعترف بفظائع ارتكبها وزملاؤه بغزة	كشفت مقابلة أجرتها قناة أميركية مع قناص إسرائيلي سابق كان يقاتل في غزة، فظائع جيش الاحتلال في القطاع بعدما أكد أنه كان يتعمد استهداف النساء والأطفال.	1/5/2024
إسرائيل تنقل شقيقة إسماعيل هنية إلى الحبس المنزلي	قالت وسائل إعلام فلسطينية إن محكمة الصلح في مدينة بئر السبع قررت الإفراج عن صباح عبد السلام هنية شقيقة رئيس المكتب السياسي لحركة المقاومة الإسلامية (حماس) إسماعيل هنية، ووضعها قيد الحبس المنزلي.	1/5/2024
في عيد العمال العالمي.. العنصرية تتحكّم بأرزاق المقدسيين في ظل الحرب	يتعرض العمال الفلسطينيون في القدس للملاحقة والفصل من العمل، ويقول خبير حقوقي للجزيرة نت إن إسرائيل عملت على مأسسة العنصرية في كافة النواحي، ولا تحمي العامل إذا كان فلسطينيا.	1/5/2024
مغردون يفسرون إصرار نتنياهو على اجتياح رفح ويتوقعون السيناريوهات	تفاعل جمهور منصات التواصل مع تصريحات رئيس الوزراء الإسرائيلي بنيامين نتنياهو حول نيته اجتياح رفح باتفاق هدنة أو بدونه، والسيناريوهات التي ستحدث حال نفذ وعيده.	1/5/2024
"أربعة الآف عام من التربية والتعليم".. فلسطين إرث تربوي وتعليمي ضارب في التاريخ	يدفع كتاب الأكاديمي والمؤرخ الفلسطيني البريطاني نور مصالحة “فلسطين 4 الآف من التربية والتعليم” مقولة أن “فلسطين أرض ديانات مقدسة وحسب” إلى مقولة أن العلم والبحث متجذران عميقا في ماضيها البعيد.	1/5/2024
أسطول الحرية.. مبادرات كسر حصار غزة عبر البحر	“أسطول الحرية”.. سلسلة مبادرات إنسانية ينظمها “تحالف أسطول الحرية” منذ 2010 لكسر الحصار الذي فرضته سلطات الاحتلال الإسرائيلي على قطاع غزة منذ عام 2007.	1/5/2024
بانتظار رد حماس.. نتنياهو يصر على استمرار الحرب وبلينكن يعارض اجتياح رفح	أبلغ رئيس الوزراء الإسرائيلي بنيامين نتنياهو وزير الخارجية الأميركي أنتوني بلينكن رفضه أي صفقة تتضمن إنهاء الحرب، في حين جدد بلينكن معارضة عملية برفح لا تؤمّن حماية للمدنيين.	1/5/2024
محكمة إسرائيلية ترفض التماسا للأسير مروان البرغوثي	قالت صحيفة “إسرائيل اليوم” إن المحكمة المركزية رفضت اليوم الأربعاء التماسا من الأسير الفلسطيني مروان البرغوثي (64 عاما) لإنهاء عزله الانفرادي.	1/5/2024
أميركا تدرس استقبال فلسطينيين من غزة كلاجئين	أوردت شبكة “سي بي إس” الإخبارية الأميركية أن إدارة الرئيس الأميركي جو بايدن تدرس جلب بعض الفلسطينيين إلى الولايات المتحدة كلاجئين.	1/5/2024
صحف عالمية: نتنياهو تائه وكمين إستراتيجي ينتظره برفح	ركزت صحف ومواقع عالمية في تقارير وتحليلات على الخلافات داخل إسرائيل بسبب العملية العسكرية في رفح جنوبي قطاع غزة، وعلى تداعيات الاحتجاجات التي تشهدها الجامعات الأميركية تنديدا بالحرب على قطاع غزة.	1/5/2024
حماس تتهم إسرائيل بممارسة أبشع أنواع التنكيل والعنصرية ضد العمال الفلسطينيين	قالت حركة المقاومة الإسلامية (حماس)، اليوم الأربعاء، إن العمال الفلسطينيين يتعرضون لأبشع أنواع التنكيل والتعذيب والملاحقة والحصار والعنصرية والتضييق والمنع من أبسط الحقوق.	1/5/2024
تركيا تقرر الانضمام إلى دعوى جنوب أفريقيا ضد إسرائيل أمام العدل الدولية	أعلن وزير الخارجية التركي هاكان فيدان اليوم الأربعاء أن أنقرة قررت الانضمام إلى دعوى الإبادة الجماعية التي رفعتها جنوب أفريقيا ضد إسرائيل في محكمة العدل الدولية.	1/5/2024
إسرائيل: الدفاعات الأميركية فشلت في اعتراض الصواريخ الإيرانية	قالت إذاعة الجيش الإسرائيلي اليوم الأربعاء إن أنظمة الدفاعات الجوية الأميركية أخفقت إلى حد كبير في صد الصواريخ الباليستية التي أطلقتها إيران على إسرائيل منتصف أبريل/نيسان الماضي.	1/5/2024
إعلام إسرائيلي: واشنطن متخوفة من تأثير عملية رفح على الانتخابات	يرى خبراء أمنيون سابقون ومحللون سياسيون في إسرائيل أن أهداف العملية العسكرية المحتملة في رفح منفصلة عن الواقع، وقالوا إن الولايات المتحدة الأميركية متخوفة من تأثير هذه العملية على الانتخابات المقبلة.	1/5/2024
الأمم المتحدة ومنظمات إنسانية دولية تحذر من عواقب اجتياح رفح	حذرت عشرات المنظمات الإنسانية الدولية والأمم المتحدة من عواقب اجتياح إسرائيلي محتمل لمدينة رفح، في حين أشار رئيس الوزراء الإسرائيلي بنيامين نتنياهو لبدء الاستعدادات الفعلية للعملية العسكرية.	1/5/2024
وقفات في جامعات أردنية تحاكي الحراك الطلابي العالمي دعما لغزة	بالوقفات الاحتجاجية وشعارات دعم المقاومة الفلسطينية والمطالبة بإنهاء العدوان الإسرائيلي على غزة وبقطع العلاقات مع الاحتلال، انضم طلبة الجامعات الأردنية إلى الحراك الطلابي العالمي المناصر لفلسطين.	1/5/2024
الدويري: المقاومة ستطرد جيش الاحتلال من وادي غزة	قال الخبير العسكري والإستراتيجي اللواء فايز الدويري إن استهداف كتائب عز الدين القسام -الجناح العسكري لحركة المقاومة الإسلامية (حماس)- لجرافة عسكرية إسرائيلية ببيت حانون يؤكد فشل الاحتلال.	1/5/2024
حصاد أبريل بالقدس.. انتهاكات بالأقصى وتغول استيطاني	الجزيرة نت ترصد أبرز انتهاكات الاحتلال في القدس خلال أبريل/نيسان الماضي، منها الانتهاكات في الأقصى وأبرز مشاريع الاستيطان وسياسة الإبعاد.	1/5/2024
هآرتس: على سموتريتش أن يدفع ثمن دعواته المتكررة للإبادة الجماعية	دعت صحيفة هآرتس إلى إقالة وزير المالية بتسلئيل سموتريتش، عضو المجلس الوزاري المصغر، فورا؛ على خلفية تصريحاته الأخيرة التي دعا فيها لتدمير شامل لمناطق بقطاع غزة.	1/5/2024
بلينكن يريد اتفاق هدنة "الآن" وحماس ترد	أعلن وزير الخارجية الأميركي أنتوني بلينكن من تل أبيب أن بلاده تريد اتفاق هدنة في غزة “الآن”، في حين نددت حركة حماس بتصريحاته التي تحملها مسؤولية عدم التوصل لاتفاق بشأن وقف إطلاق النار وتبادل الأسرى.	1/5/2024
على رأسهم نتنياهو.. هؤلاء تحت أنظار المحكمة الجنائية الدولية	تتزايد المخاوف في إسرائيل بشأن إمكانية صدور مذكرات اعتقال من المحكمة الجنائية الدولية بحق مسؤولين إسرائيليين كبار -على رأسهم رئيس الوزراء بنيامين نتنياهو- وآخرين لارتكابهم جرائم بحق الفلسطينيين.	1/5/2024
الجزيرة نت ترصد اعتصام "المنطقة المحررة" في جامعة جورج واشنطن	جالت الجزيرة نت في مكان اعتصام طلاب جامعة جورج واشنطن المناصر لغزة، وأكد لها بعض الطلبة تمسكهم بتحركهم الاحتجاجي السلمي المشروع إلى حين إيقاف الجامعة كل التعاملات مع الجهات الإسرائيلية.	1/5/2024
المعارك تحتدم شمالي ووسط غزة وشهداء بغارات للاحتلال	تحتدم المعارك بين المقاومة الفلسطينية والجيش الإسرائيلي في عدة محاور بشمال ووسط قطاع غزة، بينما أوقعت غارات جديدة للاحتلال اليوم الأربعاء شهداء في مدينتي رفح وغزة.	1/5/2024
الاحتلال يواصل اقتحام الضفة ومستوطنون يهاجمون بلدة قرب الخليل	اقتحمت قوات الاحتلال عدة مدن وبلدات في الضفة الغربية في وقت مبكر من فجر اليوم وشنت عمليات دهم واعتقال. وأفاد مراسل الجزيرة أن مستوطنين هاجموا بلدة خلة الفرا الواقعة شرق يطا جنوبي مدينة الخليل.	1/5/2024
الصين: حماس وفتح عبرتا عن رغبتهما في المصالحة	قال المتحدث باسم وزارة الخارجية الصينية لين جيان إن ممثلين عن حركة المقاومة الإسلامية (حماس) وحركة فتح عقدوا مشاورات في العاصمة بكين بهدف تعزيز المصالحة الفلسطينية.	1/5/2024
بلينكن في تل أبيب وبايدن سيعمل مع مصر وقطر لضمان تنفيذ شروط الصفقة	وصل وزير الخارجية الأميركي إلى إسرائيل لإجراء محادثات مع نتنياهو ومسؤولين آخرين بعد زياراته للأردن والسعودية، وقال الرئيس بايدن إن واشنطن ستعمل مع مصر وقطر لضمان التنفيذ الكامل لشروط الصفقة المقترحة.	1/5/2024
آيزنكوت ولبيد يشنان هجوما حادا على قادة إسرائيل "المجانين"	شن كل من الوزير بمجلس الحرب الإسرائيلي غابي آيزنكوت وزعيم المعارضة يائير لبيد هجوما حادا على حكومة رئيس الوزراء بنيامين نتنياهو معتبرين أن إسرائيل تتعرض للابتزاز وأصبحت رهينة بيد “مجانين غير مسؤولين”.	30/4/2024
شاهد.. سرايا القدس وكتائب الشهيد أبو علي مصطفى يقصفان محور نتساريم	بثت سرايا القدس -الجناح العسكري لحركة الجهاد الإسلامي- مشاهد من عملية مشتركة لمقاتيها مع كتائب الشهيد أبو علي مصطفى، الجناح العسكري للجبهة الشعبية لتحرير فلسطين.	30/4/2024
محللان: هناك لعبة كبرى يسعى نتنياهو إلى حسمها لصالحه	بينما تنتعش آمال البعض بإمكانية التوصل لاتفاق بين المقاومة الفلسطينية وإسرائيل بشأن وقف إطلاق النار في قطاع غزة وتبادل الأسرى، يجدد رئيس الوزراء الإسرائيلي بنيامين نتنياهو تهديداته باجتياح مدينة رفح.	30/4/2024
نتنياهو يناشد زعماء الغرب منع مذكرات اعتقال لقادة إسرائيل	ناشد رئيس الوزراء الإسرائيلي بنيامين نتنياهو من سماهم زعماء العالم الحر أن يستخدموا نفوذهم لمنع صدور مذكرات اعتقال بحق مسؤولين إسرائيليين من قِبل المحكمة الجنائية الدولية.	30/4/2024
أبرز تطورات اليوم الـ207 من الحرب الإسرائيلية على غزة	في اليوم الـ207 من الحرب الإسرائيلية على قطاع غزة، واصل جيش الاحتلال قصف مناطق القطاع المختلفة لا سيما مدينتي رفح وخان يونس، مما تسبب في استشهاد وإصابة المزيد من الفلسطينيين.	30/4/2024
وول ستريت: إسرائيل أطلعت مصر على خطة بالمناطق التي ستستهدفها برفح	نقلت صحيفة وول ستريت جورنال عن مسؤولين مصريين قولهم إن إسرائيل أطلعتهم على خطة تظهر مناطق متعددة في مدينة رفح تعتزم استهدافها، وتزعم أن مقاتلي حماس يختبئون فيها.	30/4/2024
شاهد.. مستوطن يحاول عرقلة عمل مراسلة الجزيرة	مستوطن من أنصار وزير الأمن القومي المتطرف إيتمار بن غفير اعترض طريق طاقم الجزيرة، محاولا إعاقة عمل المراسلة نجوان سمري خلال بث مباشر حول عملية طعن بالقدس.	30/4/2024
للمرة الثالثة في 24 ساعة.. حزب الله يقصف المطلة ويؤكد قتل وإصابة جنود إسرائيليين	أعلن حزب الله اللبناني، اليوم الثلاثاء، مقتل وإصابة عناصر من الجيش الإسرائيلي في قصف دبابة وتجمع للجنود بمستوطنة المطلة جنوب الخط الأزرق الفاصل بين لبنان وإسرائيل.	30/4/2024
تل أبيب في وضع حرج.. صفقة تهز الحكومة أو اعتقال يزلزل إسرائيل	ركزت الصحف الإسرائيلية، الصادرة اليوم الثلاثاء، على قضيتين تشغلان المجتمع، وهما صفقة تبادل الأسرى، والخوف من صدور أوامر اعتقال ضد مسؤولين على رأسهم رئيس الوزراء نتنياهو من قبل الجنائية الدولية.	30/4/2024
واشنطن تحث حماس على قبول صفقة التبادل وتحذر نتنياهو من اجتياح رفح	قال البيت الأبيض إن المقترح الأخير لصفقة التبادل بين حركة المقاومة الإسلامية (حماس) وإسرائيل يتضمن وقف القتال 6 أسابيع، بينما غادر القاهرة وفدُ الحركة التي تعكف على بحث ردها على مقترح لوقف النار.	30/4/2024
الحرب ترفع البطالة في غزة إلى 75% والضفة 32%	أظهر تقرير الجهاز المركزي للإحصاء الفلسطيني أن البطالة في غزة بلغت 75% بنهاية الربع الأخير من 2023، مقارنة مع 46% بالربع الثالث. وارتفعت إلى 32% بالضفة المحتلة مقارنة مع نحو 13% بالربع الثالث.	30/4/2024
معرض "بث حي".. لوحات فنية تجسد "كل أنواع الموت" في حرب إسرائيل على غزة	يجسد الفنان الفلسطيني محمد صالح خليل في معرضه الفني “بث حي” بعض أهوال الحرب التي دخلت شهرها السابع في قطاع غزة عبر مجموعة من اللوحات الفنية بأحجام مختلفة.	30/4/2024
رسالة مقتضبة من القسام للجمهور الإسرائيلي	وجهت كتائب عز الدين القسام، اليوم الثلاثاء، رسالة مقتضبة للجمهور الإسرائيلي بشأن مصير الأسرى الذين تحتجزهم في غزة منذ 7 أكتوبر/تشرين الأول 2023.	30/4/2024
كيف تفاعل مغردون مع "شهيد القدس التركي"؟	تصدر اسم المواطن التركي الشهيد حسن سكلانان منصات التواصل العربية والتركية بعد قيامة بطعن شرطي إسرائيلي، قبل أن يستشهد في القدس المحتلة.	30/4/2024
غوتيريش يدعو لبدء تحقيق بشأن المقابر الجماعية في غزة فورا	دعا الأمين العام للأمم المتحدة أنطونيو غوتيريش إلى تمكين محققين دوليين من الوصول فورا إلى المقابر الجماعية في قطاع غزة، كما حذر من “تداعيات خطيرة” للهجوم الإسرائيلي المزمع على رفح جنوبي القطاع.	30/4/2024
المقاطعة تدفع مشغل كنتاكي وبيتزا هت لتعليق الإدراج في بورصة ماليزيا	علّقت شركة “كيو إس آر براندز” الماليزية، المشغلة لسلاسل مطاعم كنتاكي وبيتزا هت بجنوب شرق آسيا، خططها للإدراج في البورصة الماليزية تأثرا بحملات المقاطعة المرتبطة بدعم غزة في مواجهة العدوان الإسرائيلي.	30/4/2024
احتجاجات جامعات أميركا.. الأسباب والدلالات والمآلات المتوقعة	اللافت أن من قاد التحركات والاحتجاجات هم طلاب نخبة الجامعات الأميركية مثل كولومبيا وييل ونيويورك وهارفارد، وجميعها ينتمي لرابطة اللبلاب (ivy league) التي تضم أشهر وأقدم وأعرق جامعات الولايات المتحدة.	30/4/2024
ترامب يهاجم نتنياهو ويرشح أشخاصا "جيّدين" لخلافته	شن الرئيس الأميركي السابق دونالد ترامب هجوما شديدا على رئيس الوزراء الإسرائيلي بنيامين نتنياهو، حيث اتهمه بالفشل، مؤكدا وجود أشخاص أكثر كفاءة منه ويمكنهم تولي منصبه.	30/4/2024
أسطول الحرية يستعد للإبحار إلى غزة رغم انسحاب دولة راعية	أكد بهشتي إسماعيل سونجور، ممثل تركيا في أسطول الحرية ورئيس جمعية “مافي مرمرة”، استعداد الأسطول للانطلاق من إسطنبول إلى قطاع غزة قريبا، رغم العراقيل السياسية واللوجيستية التي واجهها الأسطول مؤخرا.	30/4/2024
نتنياهو: سندخل رفح بصفقة أو بدونها	قال رئيس الوزراء الإسرائيلي بنيامين نتنياهو إن إسرائيل ستنفذ عملية ضد حركة حماس في رفح جنوبي قطاع غزة، سواء جرى التوصل لاتفاق بشأن الأسرى ووقف إطلاق النار أم لم يتم.	30/4/2024
حراك الجامعات الأميركية.. هكذا تُدار وتموّل الأنشطة والمعتصمين	حرص المشاركون في الاعتصامات الطلابية بأميركا على تنظيم أمورهم بأنفسهم، ووزعوا المهام على لجان تطوعية، فبدت مخيماتهم بمستوى عال من التنظيم، وهو ما دفع بعض المشككين لاتهامهم بالتموّل من الخارج.	30/4/2024
العدل الدولية ترفض دعوى ضد ألمانيا لدعمها إسرائيل	قالت محكمة العدل الدولية، الثلاثاء، إنها ليست مختصة بفرض تدابير مؤقتة بالقضية المقدمة من نيكاراغوا ضد ألمانيا على خلفية تسهيلها الإبادة بحق الفلسطينيين من خلال دعم إسرائيل بالأسلحة.	30/4/2024
نزع حجاب طالبة بجامعة أريزونا.. هل تتعمد الشرطة الأميركية إهانة المسلمات؟	وثّق مقطع فيديو قيام أفراد من الشرطة الأميركية بنزع حجاب شابة مؤيدة للقضية الفلسطينية بجامعة أريزونا، الأمر الذي أثار موجة غضب بين ناشطي مواقع التواصل الاجتماعي.	30/4/2024
كمائن القسام المفخخة تثير إعجاب المغردين	أثارت المشاهد التي حصلت عليها الجزيرة لعناصر من كتائب عز الدين القسام في أحد الأنفاق بغزة وهم يقومون بتفخيخ نفق قبل دخول قوة إسرائيلية إليه وتفجيره فيها إعجاب جمهور منصات التواصل.	30/4/2024
مؤرخ أميركي: حرية التعبير الأكاديمي في مرمى النيران	حذر مؤرخ أميركي من أن الحرية الأكاديمية في الولايات المتحدة تتعرض لهجوم شرس على خلفية اعتصام الطلاب داخل جامعاتهم تعبيرا عن معارضتهم للحرب التي تشنها إسرائيل على قطاع غزة، وتأييدا للقضية الفلسطينية.	30/4/2024
الجيش الأميركي ينشر صورا لـ"رصيف مساعدات غزة"	نشرت القيادة العسكرية الأميركية الوسطى (سنتكوم)، صورا للرصيف البحري العائم قبالة شواطئ قطاع غزة، قائلة إن العمل جار في بنائه، وإنه سيتم دعمه لاستلام المساعدات الإنسانية وإيصالها من خلاله فور انتهائه.	30/4/2024
السوربون الفرنسية تلتحق بركب حراك الجامعات المؤيد لفلسطين	بعد جامعة العلوم السياسية، شارك طلاب الجامعة الفرنسية العريقة “السوربون” في حراك مناهض للحرب الإسرائيلية على قطاع غزة، لتتعامل معهم السلطات بقمع لحرية التعبير وبفض تجمعاتهم بأمر من رئيس الوزراء.	30/4/2024
شاهد.. شاب مقدسي يروي تجربته مع رياضة الخيول على مشارف الأقصى	يزن عودة شاب مقدسي نشأ في عائلة تهوى الخيول، فتشرب حبها، ويحرص على ممارسة رياضة ركوب الخيل في مطلة القدس مقابل المسجد الأقصى حيث “الشعور بالسعادة والراحة النفسية”.	30/4/2024
عملية طعن بالقدس والاحتلال يشتبه بسائح تركي ويرديه قتيلا	تعرض جندي إسرائيلي للطعن في مدينة القدس المحتلة بعملية نفذها سائح تركي وفقما قالته إذاعة الجيش الإسرائيلي.	30/4/2024
شارك به 17 شرطيا.. أكاديمية أميركية تروي للجزيرة نت تفاصيل اعتقالها	اعتقل 17 عنصر أمن الباحثة والأكاديمية في جامعة أوهايو الأميركية سمية حمضمض عقب فض الشرطة اعتصامات نظمها الطلبة في هذه الجامعة، من دون أن يتحققوا من هويتها أو سبب وجودها.	30/4/2024
الاحتلال يرتكب 5 مجازر في غزة وانتشال جثامين الشهداء قد يستغرق 3 أعوام	قالت وزارة الصحة في غزة إن الاحتلال الإسرائيلي ارتكب خلال الـ24 ساعة الماضية 5 مجازر في حق العائلات في القطاع، وحذر الدفاع المدني في غزة من أن انتشال جثامين الشهداء من تحت الأنقاض قد يستغرق 3 أعوام.	30/4/2024
مجرمون بهوية مخفية.. هكذا تحمي إسرائيل قتلة الفلسطينيين	قالت هآرتس إن من يسير في شارع إسرائيلي قد يواجه عشرات من الإسرائيليين العاديين الذين كانوا ولا يزالون متورطين بنشاط في قتل الفلسطينيين، لكن أعمالهم ليست مكتوبة على جباههم، وبالتالي لا يكونون مكشوفين.	30/4/2024
الاحتلال يقتحم مدن الضفة وسط اشتباكات مع الفلسطينيين	اقتحم جيش الاحتلال الإسرائيلي مدنا وبلدات في الضفة الغربية المحتلة، واعتقل عددا من الفلسطينيين، مما أدى لاندلاع اشتباكات مسلحة.	30/4/2024
كيف يواجه طلبة جامعة كولومبيا فض الاعتصامات والاعتقال؟	في ظل ثباتهم على مدى الأيام الماضية وازدياد أعدادهم رغم التهديدات بالقمع أو الفصل أو الاعتقال، تبقى مخاوف طلبة جامعة كولومبيا حاضرة بسبب ما تتوعدهم به إدارة الجامعة، لكنهم يصرون على الاستمرار والصمود.	30/4/2024
لقاء بكين.. حماس وفتح تؤكدان على الوحدة ومواجهة العدوان	قالت مصادر خاصة للجزيرة نت إن اللقاء الذي استضافته العاصمة الصينية بكين بين حركتي حماس وفتح خلال اليومين الماضيين أكد على ضرورة الوحدة وإنهاء الانقسام الفلسطيني.	30/4/2024
مطالبات لنيويورك تايمز بسحب تقرير يتهم حماس بالعنف الجنسي	قالت صحيفة “واشنطن بوست” إن 50 أستاذا للصحافة دعوا صحيفة نيويورك تايمز الأميركية لسحب تقريرها بشأن اتهامات مقاتلي كتائب القسام الجناح العسكري بالعنف الجنسي خلال هجوم 7 أكتوبر/تشرين الأول الماضي.	30/4/2024
جماعة الحوثي تعلن استهداف مدمرتين أميركيتين وسفينتين	أعلنت جماعة أنصار الله الحوثيين مساء الاثنين، استهداف مدمرتين أميركيتين في البحر الأحمر، وسفينتين، قالت إن إحداهما إسرائيلية في المحيط الهندي بطائرات مسيرة.	30/4/2024
حماس تبحث الرد على مقترح لوقف إطلاق النار ووفدها يغادر القاهرة	ذكرت وسائل إعلام مصرية أن وفد حركة المقاومة الإسلامية (حماس) لمحادثات وقف إطلاق النار في غزة، غادر العاصمة المصرية القاهرة بعد أن تسلم اقتراحا لوقف إطلاق النار في غزة.	30/4/2024
رويترز: محققو الجنائية الدولية حصلوا على شهادات من طواقم طبية بغزة	نقلت وكالة رويترز عن مصدرين أن مدعين من المحكمة الجنائية الدولية أجروا مقابلات مع عاملين في أكبر مستشفيين في غزة، في أول تأكيد لتحدث محققين من المحكمة إلى مسعفين بشأن وقوع جرائم محتملة في قطاع غزة.	30/4/2024
أبرز تطورات اليوم الـ206 من الحرب الإسرائيلية على غزة	في اليوم الـ206 من العدوان الإسرائيلي على قطاع غزة، كثف جيش الاحتلال استهدافه مدينتي رفح وخان يونس، مرتكبا 3 مجازر جديدة خلال الساعات الـ24 الماضية راح ضحيتها 34 شهيدا و68 مصابا.	29/4/2024
الحراك الداعم لغزة يتمدد.. قمع بالسوربون وطلاب جامعة كولومبيا يتحدون الوعيد	توعدت جامعة كولومبيا طلابها المعتصمين بإجراءات تأديبية صارمة، في حين قمعت الشرطة الفرنسية طلاب جامعة السوربون المرموقة، وسط اتساع حراك أكاديمي عالمي ضد العدوان الإسرائيلي على قطاع غزة.	29/4/2024
الخارجية الأميركية تتهم 5 وحدات إسرائيلية بانتهاكات جسيمة لحقوق الإنسان	قالت وزارة الخارجية الأميركية إن واشنطن توصلت إلى أن 5 وحدات عسكرية إسرائيلية في الضفة الغربية قامت بانتهاكات جسيمة لحقوق الإنسان والقانون الدولي الإنساني.	29/4/2024
مشاهد حصرية للجزيرة من تفجير القسام نفقا في قوة إسرائيلية	حصلت الجزيرة على مشاهد حصرية حديثة لعناصر من كتائب عز الدين القسام في أحد الأنفاق بغزة وهم يقومون بتفخيخ نفق قبل دخول قوة إسرائيلية إليه وتفجيره فيها.	29/4/2024
عمليات جديدة للمقاومة بغزة وإسرائيل تقرّ بمقتل ضابطين	اعترف الجيش الإسرائيلي بمقتل اثنين من ضباطه في وسط قطاع غزة، في حين أعلنت كل من كتائب عز الدين القسام  وسرايا القدس عن تنفيذ عمليات جديدة ضد الاحتلال في مناطق مختلفة من القطاع.	29/4/2024
عائلات الأسرى الإسرائيليين تتهم حكومة نتنياهو بالفشل في إطلاق سراحهم	طالبت عائلات الأسرى الإسرائيليين الحكومة بعدم إضاعة الفرصة لإنجاز صفقة تبادل مع المقاومة الفلسطينية، في حين دعا زعيم المعارضة يائير لبيد إلى إبرام الصفقة حتى لو أدت إلى وقف الحرب.	29/4/2024
نادي الأسير: أغلبية المفرج عنهم من سجون إسرائيل يعانون مشاكل صحية	أعلن نادي الأسير الفلسطيني -الاثنين- أن أغلبية الأسرى المفرج عنهم مؤخرا من سجون إسرائيل يعانون مشاكل صحية واضحة جراء التعذيب والتجويع والجرائم الطبية الممنهجة، مما استدعى نقل بعضهم إلى المستشفيات.	29/4/2024
رئيس الوزراء القطري يبحث مع بلينكن جهود إطلاق الأسرى ووقف الحرب بغزة	بحث رئيس الوزراء وزير الخارجية القطري الشيخ محمد بن عبد الرحمن آل ثاني مع وزير الخارجية الأميركي أنتوني بلينكن، بالعاصمة السعودية، جهود وقف إطلاق النار في قطاع غزة.	29/4/2024
هل كرس الاحتلال تقسيم المسجد الأقصى في عيد الفصح؟	فتحت أبواب الأقصى الشريف على مصراعيها بعيد الفصح وأدى المستوطنون طقوسا تلمودية شكلت انتهاكا لقدسيته، في خطوة قال خبير للجزيرة نت إنها تكرس واقعا جديدا عنوانه أن المسجد المبارك أصبح “مقدسا مشتركا”.	29/4/2024
عشرات الشهداء بقصف إسرائيلي لمنازل غزة وتحذيرات من تراكم القذائف	أعلنت وزارة الصحة في غزة استشهاد 34 فلسطينيا في قصف إسرائيلي لأحياء سكنية بمناطق عدة في القطاع، في حين حذرت مؤسسات صحية وحكومية من مخاطر انتشار مخلفات قذائف الاحتلال وتراكم كميات كبيرة من النفايات.	29/4/2024
المستوطنون يواصلون اقتحام الأقصى والاحتلال ينفذ اعتداءات جديدة بالضفة	واصل المستوطنون الإسرائيليون اليوم الاثنين اقتحام المسجد الأقصى المبارك في سابع أيام عيد الفصح اليهودي، فيما نفذ جنود الاحتلال اقتحامات واعتداءات جديدة في الضفة الغربية.	29/4/2024
صانع دمى في غزة يحول العلب المعدنية إلى ألعاب "تروي قصص النازحين"	ينشغل صانع الدمى مهدي كريرة بتحويل عبوات معدنية مستعملة إلى ألعاب متحركة صغيرة، وضعها على طاولة من الطوب في قطاع غزة الذي دمرته الحرب.	29/4/2024
وزير بحكومة الحرب الإسرائيلية يتعرض لكسر في قدمه قرب غزة	تعرض الوزير في حكومة الحرب الإسرائيلية بيني غانتس اليوم الاثنين لكسر في قدمه، مما استدعى نقله إلى المستشفى، وفقا لهيئة البث الإسرائيلية.	29/4/2024
ما التداعيات القانونية لملاحقة قادة إسرائيل دوليا؟	خبراء قانونيون يحددون سيناريوهات للإجراءات التي سيتعين على قادة إسرائيل القيام بها في حال صدور مذكرات اعتقال دولية ضدهم، ويتناولون تداعيات ذلك على تل أبيب دبلوماسيا وعالميا.	29/4/2024
